,wage,hours,IQ,KWW,educ,exper,tenure,age,married,black,south,urban,sibs,brthord,meduc,feduc,lwage
797,1049,44,122.0,39.0,16.0,7.0,3.0,33,1,0,0.0,0,3,3,10,12,6.9555929999999995
798,884,40,108.0,40.0,17.0,9.0,11.0,35,1,0,0.0,1,3,2,14,9,6.784457000000001
799,800,40,122.0,38.0,16.0,10.0,2.0,31,0,0,1.0,1,3,3,12,8,6.6846119999999996
800,1200,40,79.0,32.0,17.0,9.0,9.0,32,1,0,0.0,1,0,1,8,8,7.090077000000001
801,664,40,105.0,30.0,12.0,8.0,10.0,29,1,0,0.0,1,7,6,12,12,6.498282
802,1111,45,90.0,47.0,12.0,18.0,18.0,37,1,0,0.0,1,6,3,.,.,7.013016
803,850,43,111.0,38.0,16.0,8.0,8.0,34,1,0,0.0,1,4,2,.,.,6.745236
804,1000,40,110.0,42.0,12.0,6.0,12.0,37,1,0,0.0,1,5,2,8,12,6.907755
805,875,40,92.0,32.0,12.0,8.0,4.0,29,0,0,0.0,1,4,.,14,14,6.774224
806,1202,40,131.0,32.0,16.0,10.0,2.0,33,1,0,0.0,0,3,2,12,12,7.091742
807,666,40,104.0,32.0,12.0,10.0,2.0,29,1,0,0.0,0,2,3,12,12,6.50129
808,923,40,110.0,39.0,16.0,15.0,11.0,37,1,0,0.0,0,2,1,12,7,6.827628999999999
809,788,40,99.0,20.0,12.0,10.0,10.0,28,1,0,1.0,1,4,5,10,3,6.669498
810,950,40,86.0,31.0,10.0,23.0,5.0,38,1,0,1.0,1,9,9,.,6,6.856462
811,1442,40,105.0,42.0,12.0,9.0,16.0,37,1,0,1.0,1,3,4,.,.,7.273787
812,866,40,85.0,26.0,12.0,11.0,12.0,30,1,1,1.0,0,8,5,6,0,6.763885
813,625,40,72.0,34.0,9.0,17.0,5.0,34,1,0,1.0,0,10,7,4,.,6.437752
814,680,40,86.0,35.0,12.0,13.0,9.0,32,0,0,1.0,0,6,1,6,7,6.522093
815,693,40,68.0,38.0,12.0,11.0,19.0,35,1,0,1.0,0,5,2,12,8,6.54103
816,875,36,95.0,22.0,12.0,16.0,2.0,38,0,1,1.0,0,8,9,6,.,6.774224
817,2308,40,116.0,42.0,17.0,8.0,2.0,38,1,0,0.0,0,6,1,12,13,7.744136999999999
818,1196,45,96.0,45.0,14.0,10.0,4.0,32,1,0,1.0,0,2,3,10,6,7.086738
819,700,38,85.0,36.0,12.0,13.0,8.0,32,1,1,1.0,1,6,.,2,8,6.551080000000001
820,721,40,100.0,32.0,12.0,8.0,8.0,29,1,0,1.0,1,3,2,12,4,6.580639
821,1500,40,101.0,38.0,13.0,13.0,2.0,32,1,0,1.0,1,5,3,12,8,7.313221
822,1050,50,97.0,31.0,15.0,4.0,9.0,31,1,1,1.0,1,2,1,16,9,6.956544999999999
823,801,48,100.0,30.0,14.0,6.0,10.0,29,1,1,1.0,1,2,1,.,.,6.685861
824,640,23,96.0,39.0,12.0,7.0,3.0,31,0,1,1.0,1,5,.,.,.,6.461468
825,1198,32,117.0,39.0,16.0,7.0,9.0,30,1,0,1.0,1,1,2,12,12,7.0884089999999995
826,390,55,93.0,38.0,12.0,4.0,2.0,32,1,0,1.0,1,1,.,16,13,5.966147
827,889,36,116.0,37.0,12.0,12.0,11.0,28,1,0,1.0,1,1,2,9,12,6.790097
828,1076,38,106.0,42.0,12.0,19.0,20.0,36,1,0,1.0,1,1,1,12,9,6.981006
829,1127,40,98.0,45.0,12.0,17.0,12.0,36,1,0,1.0,1,1,2,14,12,7.027315
830,750,50,103.0,36.0,15.0,1.0,1.0,37,1,0,1.0,0,1,1,12,9,6.620073
831,855,40,118.0,41.0,14.0,6.0,14.0,33,1,0,1.0,0,3,1,.,12,6.751100999999999
832,525,40,100.0,22.0,13.0,5.0,1.0,31,1,0,1.0,0,1,1,10,12,6.2633980000000005
833,1104,54,96.0,39.0,12.0,11.0,4.0,29,1,0,1.0,0,1,2,10,12,7.006695
834,553,40,67.0,22.0,12.0,11.0,10.0,30,1,1,1.0,0,7,2,8,9,6.315358
835,800,43,96.0,27.0,12.0,10.0,1.0,29,1,0,1.0,0,1,1,10,10,6.6846119999999996
836,1384,50,104.0,42.0,13.0,8.0,7.0,31,1,0,1.0,0,3,1,13,14,7.2327330000000005
837,425,30,106.0,34.0,17.0,8.0,0.0,36,0,0,1.0,0,0,1,14,12,6.052089
838,510,54,62.0,34.0,11.0,13.0,4.0,33,0,1,1.0,1,7,6,2,10,6.234411
839,370,32,73.0,31.0,12.0,13.0,2.0,31,1,1,1.0,0,9,2,3,4,5.9135029999999995
840,596,40,62.0,26.0,12.0,16.0,14.0,33,1,1,1.0,0,9,8,2,8,6.3902410000000005
841,402,40,76.0,28.0,12.0,9.0,4.0,28,1,1,0.0,1,4,2,.,10,5.996452
842,418,40,76.0,26.0,12.0,12.0,2.0,31,1,1,1.0,0,0,1,9,10,6.035481
843,1133,40,106.0,44.0,16.0,13.0,10.0,36,1,0,1.0,0,1,1,12,.,7.032624
844,681,40,94.0,24.0,12.0,18.0,15.0,35,0,0,1.0,1,4,.,9,10,6.523562
845,950,40,81.0,29.0,11.0,16.0,5.0,35,1,0,1.0,0,3,4,10,6,6.856462
846,600,40,87.0,15.0,10.0,20.0,7.0,36,1,0,1.0,0,0,1,5,6,6.39693
847,661,40,96.0,25.0,13.0,8.0,6.0,29,0,0,1.0,0,3,2,.,5,6.493754
848,925,40,75.0,27.0,12.0,12.0,9.0,30,1,0,1.0,0,2,2,6,.,6.829794000000001
849,550,40,95.0,34.0,12.0,14.0,13.0,31,1,0,1.0,0,0,1,5,5,6.309918
850,606,40,86.0,19.0,11.0,13.0,11.0,30,1,0,1.0,0,4,4,3,7,6.40688
851,425,40,86.0,17.0,10.0,7.0,1.0,30,1,0,1.0,0,4,4,3,7,6.052089
852,340,50,104.0,41.0,14.0,4.0,1.0,31,1,0,1.0,1,5,3,8,18,5.828946
853,692,50,95.0,21.0,12.0,16.0,9.0,34,1,0,1.0,1,2,2,7,5,6.539586
854,575,40,116.0,37.0,12.0,11.0,9.0,29,1,0,1.0,0,1,2,8,12,6.354369999999999
855,571,40,66.0,20.0,9.0,15.0,10.0,33,1,0,1.0,0,5,1,8,6,6.347389
856,817,40,101.0,38.0,16.0,11.0,9.0,32,1,0,1.0,1,1,2,0,5,6.705639
857,987,40,96.0,23.0,12.0,11.0,5.0,29,1,0,1.0,0,1,2,12,12,6.89467
858,616,55,104.0,41.0,12.0,16.0,18.0,35,1,0,1.0,1,4,5,9,.,6.423247
859,1026,60,105.0,34.0,16.0,12.0,1.0,35,1,0,0.0,1,3,1,14,10,6.9334229999999994
860,808,40,106.0,34.0,12.0,4.0,3.0,29,1,0,0.0,1,1,2,8,7,6.6945619999999995
861,808,50,101.0,34.0,17.0,8.0,0.0,30,1,0,1.0,1,1,2,15,15,6.6945619999999995
862,788,40,96.0,42.0,12.0,13.0,5.0,36,1,0,1.0,1,4,1,12,12,6.669498
863,850,40,105.0,34.0,12.0,6.0,2.0,33,1,0,0.0,1,1,1,12,9,6.745236
864,900,38,106.0,40.0,12.0,10.0,19.0,38,1,0,1.0,1,7,.,3,2,6.802395
865,1418,45,102.0,44.0,12.0,19.0,20.0,36,1,0,1.0,1,2,3,8,8,7.257003
866,260,40,75.0,35.0,12.0,21.0,0.0,37,1,1,1.0,0,3,3,.,.,5.560682
867,662,45,99.0,27.0,14.0,7.0,2.0,28,1,1,1.0,0,6,1,5,5,6.495265
868,562,55,90.0,46.0,13.0,4.0,1.0,38,1,0,1.0,0,1,1,12,11,6.3315019999999995
869,562,80,104.0,30.0,12.0,11.0,5.0,28,1,0,1.0,0,1,.,12,12,6.3315019999999995
870,357,70,115.0,37.0,13.0,5.0,2.0,30,1,0,1.0,1,6,7,.,.,5.877736
871,1009,40,118.0,37.0,16.0,11.0,12.0,32,1,0,1.0,0,0,1,12,10,6.916714999999999
872,1442,40,108.0,40.0,12.0,17.0,17.0,36,1,0,1.0,1,1,1,9,12,7.273787
873,651,40,76.0,30.0,11.0,11.0,2.0,29,1,1,0.0,1,7,7,10,11,6.478509
874,750,40,50.0,28.0,12.0,14.0,5.0,32,1,1,1.0,0,10,.,3,.,6.620073
875,754,40,55.0,23.0,12.0,13.0,14.0,33,1,1,1.0,0,2,1,10,.,6.625392
876,700,40,73.0,23.0,12.0,17.0,9.0,38,1,1,1.0,0,8,3,.,.,6.551080000000001
877,503,40,84.0,14.0,11.0,11.0,2.0,30,0,1,0.0,1,3,.,9,9,6.2205900000000005
878,937,40,104.0,37.0,12.0,14.0,15.0,32,1,0,1.0,0,1,2,12,9,6.842683
879,624,40,92.0,40.0,10.0,18.0,10.0,36,1,0,1.0,0,2,3,10,6,6.436151000000001
880,750,40,83.0,27.0,12.0,4.0,10.0,32,1,1,1.0,0,7,1,10,6,6.620073
881,900,40,98.0,36.0,14.0,1.0,8.0,30,1,1,1.0,0,7,2,10,6,6.802395
882,540,40,70.0,25.0,10.0,12.0,10.0,29,1,1,1.0,0,9,.,10,7,6.291569
883,642,35,87.0,26.0,13.0,9.0,3.0,30,1,0,1.0,0,10,10,4,10,6.464588
884,400,50,96.0,38.0,15.0,6.0,10.0,28,0,0,1.0,0,5,.,12,.,5.991465
885,900,40,80.0,34.0,10.0,15.0,14.0,38,1,0,1.0,0,3,3,12,10,6.802395
886,513,40,104.0,40.0,16.0,8.0,10.0,33,1,0,1.0,0,5,2,12,10,6.240276000000001
887,894,40,104.0,35.0,18.0,7.0,10.0,35,1,0,1.0,0,7,8,9,8,6.795706
888,1282,60,96.0,24.0,18.0,7.0,5.0,32,1,0,1.0,1,4,2,12,18,7.1561770000000005
889,485,40,89.0,24.0,12.0,10.0,9.0,30,0,0,1.0,0,4,3,12,18,6.184149
890,325,55,,,,,,29,1,0,,0,1,2,10,,
891,769,45,,,,,,33,1,0,,0,4,1,7,,
892,618,40,84.0,39.0,14.0,6.0,8.0,31,0,0,1.0,1,7,8,7,4,6.426488
893,1040,48,108.0,36.0,12.0,16.0,17.0,35,1,0,1.0,1,6,7,7,3,6.946975999999999
894,751,40,104.0,32.0,12.0,15.0,4.0,34,1,0,1.0,1,4,3,8,3,6.6214059999999995
895,380,50,106.0,28.0,12.0,15.0,11.0,30,1,0,1.0,0,2,1,7,7,5.940171
896,300,24,83.0,45.0,12.0,16.0,3.0,37,1,1,1.0,1,4,1,3,.,5.7037830000000005
897,753,46,70.0,34.0,10.0,21.0,7.0,38,1,0,1.0,1,4,2,12,7,6.624064999999999
898,1065,65,104.0,39.0,16.0,10.0,11.0,34,1,0,1.0,1,2,3,11,12,6.9707300000000005
899,1070,40,91.0,42.0,12.0,13.0,1.0,30,1,0,0.0,1,1,2,14,12,6.975414
900,1573,55,112.0,42.0,18.0,7.0,8.0,34,1,0,1.0,1,1,1,14,18,7.36074
901,650,40,97.0,27.0,10.0,14.0,9.0,30,1,0,1.0,0,5,1,12,9,6.476973
902,700,45,99.0,40.0,12.0,15.0,7.0,32,1,0,1.0,0,4,2,10,10,6.551080000000001
903,494,40,74.0,30.0,12.0,16.0,4.0,34,1,1,1.0,0,5,.,.,.,6.202536
904,890,48,100.0,40.0,12.0,4.0,8.0,31,1,0,1.0,0,0,1,.,.,6.791222
905,520,40,86.0,28.0,10.0,15.0,12.0,31,1,0,1.0,0,0,1,6,.,6.2538290000000005
906,891,40,90.0,36.0,12.0,16.0,16.0,32,1,0,1.0,0,5,5,12,9,6.792345
907,570,50,101.0,43.0,12.0,11.0,12.0,30,1,0,0.0,1,2,3,12,.,6.345636
908,1444,40,109.0,33.0,15.0,11.0,1.0,29,1,0,1.0,1,2,1,11,9,7.275172
909,481,48,98.0,26.0,12.0,14.0,2.0,31,0,1,0.0,1,4,3,.,.,6.175867
910,500,44,107.0,40.0,12.0,21.0,12.0,38,1,0,1.0,0,2,.,12,7,6.214608
911,1473,40,110.0,48.0,16.0,15.0,15.0,36,1,0,1.0,0,1,2,12,14,7.295056
912,803,40,120.0,35.0,13.0,4.0,1.0,28,1,0,1.0,1,3,4,10,12,6.6883539999999995
913,962,50,97.0,34.0,16.0,7.0,2.0,30,1,0,1.0,1,0,1,12,12,6.869014
914,1000,44,103.0,37.0,12.0,9.0,5.0,29,1,0,1.0,1,0,1,11,.,6.907755
915,600,40,114.0,36.0,16.0,5.0,4.0,30,1,0,1.0,1,2,1,12,12,6.39693
916,450,40,95.0,31.0,11.0,12.0,2.0,30,1,0,1.0,0,2,3,8,8,6.109248
917,629,60,93.0,32.0,12.0,6.0,1.0,30,1,1,1.0,0,8,3,10,6,6.444131
918,492,60,67.0,38.0,12.0,15.0,2.0,34,1,1,1.0,0,3,.,8,.,6.198479
919,1562,40,97.0,28.0,17.0,7.0,2.0,32,1,0,1.0,1,5,1,12,13,7.353722
920,357,70,97.0,34.0,14.0,6.0,3.0,28,1,0,1.0,0,1,2,13,16,5.877736
921,960,40,83.0,25.0,13.0,14.0,13.0,32,1,0,1.0,1,4,.,10,.,6.866933
922,566,45,104.0,46.0,16.0,5.0,2.0,32,1,0,1.0,0,1,2,12,12,6.3385940000000005
923,481,40,82.0,27.0,12.0,9.0,2.0,32,1,0,1.0,0,2,2,12,8,6.175867
924,1442,40,113.0,45.0,16.0,8.0,10.0,35,1,0,1.0,1,2,2,8,8,7.273787
925,645,45,93.0,39.0,12.0,11.0,3.0,35,1,0,1.0,0,7,7,7,8,6.46925
926,788,40,100.0,23.0,11.0,15.0,6.0,32,1,1,1.0,0,5,.,9,.,6.669498
927,644,42,101.0,38.0,12.0,11.0,5.0,33,1,0,1.0,0,4,3,12,.,6.467699
928,477,45,100.0,33.0,12.0,9.0,3.0,31,1,0,1.0,0,3,3,7,7,6.167517
929,664,60,82.0,30.0,16.0,10.0,9.0,34,1,1,1.0,1,3,4,16,16,6.498282
930,520,40,79.0,28.0,16.0,6.0,1.0,30,1,1,1.0,0,0,1,11,.,6.2538290000000005
931,1202,40,102.0,32.0,13.0,10.0,3.0,31,1,0,1.0,1,7,7,8,6,7.091742
932,538,45,77.0,22.0,12.0,12.0,10.0,28,1,1,1.0,0,9,.,7,.,6.287858
933,873,44,109.0,25.0,12.0,12.0,12.0,28,1,0,1.0,0,1,1,.,11,6.771935000000001
934,1000,40,107.0,32.0,12.0,17.0,18.0,35,1,0,1.0,0,5,1,.,.,6.907755
